"","charge120","charge240","city08","cityA08","cityCD","cityE","cityUF","combE","cylinders","drive","fuelCost08","fuelCostA08","fuelType","fuelType1","hlv","lv4","make","model","mpgData","phevBlended","pv2","pv4","range","rangeCity","rangeCityA","rangeHwy","rangeHwyA","trany","UCity","UCityA","VClass","year","youSaveSpend","guzzler","tCharger","sCharger","atvType","fuelType2","rangeA","evMotor"
"11681",0,0,11,0,0,0,0,0,12,"Rear-Wheel Drive",4400,0,"Premium","Premium Gasoline",0,0,"Aston Martin","DB9","N","false",78,0,0,0,0,0,0,"Automatic (S6)",13.6012,0,"Minicompact Cars",2005,-10750,"G",NA,"","","","",""
"11682",0,0,11,0,0,0,0,0,12,"Rear-Wheel Drive",4400,0,"Premium","Premium Gasoline",0,0,"Aston Martin","DB9 Volante","N","false",78,0,0,0,0,0,0,"Automatic (S6)",13.9288,0,"Minicompact Cars",2005,-10750,"G",NA,"","","","",""
"11683",0,0,10,0,0,0,0,0,12,"Rear-Wheel Drive",4750,0,"Premium","Premium Gasoline",0,0,"Aston Martin","V12 Vanquish S","N","false",78,0,0,0,0,0,0,"Automatic (S6)",12.1251,0,"Minicompact Cars",2005,-12500,"G",NA,"","","","",""
"11684",0,0,18,0,0,0,0,0,4,"Front-Wheel Drive",2700,0,"Premium","Premium Gasoline",14,0,"Audi","TT Coupe","N","false",0,0,0,0,0,0,0,"Automatic (S6)",23.1,0,"Minicompact Cars",2005,-2250,"",TRUE,"","","","",""
"11685",0,0,18,0,0,0,0,0,4,"4-Wheel or All-Wheel Drive",2700,0,"Premium","Premium Gasoline",11,0,"Audi","TT Coupe quattro","Y","false",0,0,0,0,0,0,0,"Manual 6-spd",22.1726,0,"Minicompact Cars",2005,-2250,"",TRUE,"","","","",""
"11686",0,0,17,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",2850,0,"Premium","Premium Gasoline",11,0,"Audi","TT Coupe quattro","Y","false",0,0,0,0,0,0,0,"Automatic (S6)",21.2571,0,"Minicompact Cars",2005,-3000,"",NA,"","","","",""
"11687",0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",2850,0,"Premium","Premium Gasoline",0,0,"BMW","325ci Convertible","N","false",74,0,0,0,0,0,0,"Manual 5-spd",20.8,0,"Minicompact Cars",2005,-3000,"",NA,"","","","",""
"11688",0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"BMW","325ci Convertible","N","false",74,0,0,0,0,0,0,"Automatic (S5)",20.5,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11689",0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",2850,0,"Premium","Premium Gasoline",0,0,"BMW","330ci Convertible","Y","false",74,0,0,0,0,0,0,"Manual 6-spd",21.6,0,"Minicompact Cars",2005,-3000,"",NA,"","","","",""
"11690",0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"BMW","330ci Convertible","N","false",74,0,0,0,0,0,0,"Automatic (S5)",20.4,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11692",0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",2850,0,"Premium","Premium Gasoline",0,0,"BMW","330ci Convertible","N","false",74,0,0,0,0,0,0,"Automatic (S6)",21.1528,0,"Minicompact Cars",2005,-3000,"",NA,"","","","",""
"11693",0,0,14,0,0,0,0,0,6,"Rear-Wheel Drive",3350,0,"Premium","Premium Gasoline",0,0,"BMW","M3 Convertible","N","false",74,0,0,0,0,0,0,"Manual 6-spd",17.5,0,"Minicompact Cars",2005,-5500,"G",NA,"","","","",""
"11694",0,0,14,0,0,0,0,0,6,"Rear-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,0,"BMW","M3 Convertible","N","false",74,0,0,0,0,0,0,"Automatic (S6)",17.7191,0,"Minicompact Cars",2005,-6500,"G",NA,"","","","",""
"11695",0,0,16,0,0,0,0,0,8,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Jaguar","XK8 Convertible","N","false",70,0,0,0,0,0,0,"Automatic 6-spd",19.598,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11697",0,0,16,0,0,0,0,0,8,"Rear-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,0,"Lexus","SC 430","N","false",75,0,0,0,0,0,0,"Automatic 5-spd",19.4718,0,"Minicompact Cars",2005,-4500,"",NA,"","","","",""
"11698",0,0,23,0,0,0,0,0,4,"Front-Wheel Drive",2200,0,"Premium","Premium Gasoline",0,0,"MINI","Cooper","Y","false",77,0,0,0,0,0,0,"Automatic (variable gear ratios)",28.9,0,"Minicompact Cars",2005,250,"",NA,"","","","",""
"11699",0,0,24,0,0,0,0,0,4,"Front-Wheel Drive",2050,0,"Premium","Premium Gasoline",0,0,"MINI","Cooper","Y","false",77,0,0,0,0,0,0,"Manual 5-spd",31.1,0,"Minicompact Cars",2005,1000,"",NA,"","","","",""
"11700",0,0,23,0,0,0,0,0,4,"Front-Wheel Drive",2300,0,"Premium","Premium Gasoline",0,0,"MINI","Cooper Convertible","Y","false",70,0,0,0,0,0,0,"Automatic (variable gear ratios)",28.8,0,"Minicompact Cars",2005,-250,"",NA,"","","","",""
"11701",0,0,24,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Premium","Premium Gasoline",0,0,"MINI","Cooper Convertible","Y","false",70,0,0,0,0,0,0,"Manual 5-spd",30.4,0,"Minicompact Cars",2005,750,"",NA,"","","","",""
"11705",0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Mitsubishi","Eclipse Spyder","N","false",75,0,0,0,0,0,0,"Manual 5-spd",25.5,0,"Minicompact Cars",2005,0,"",NA,"","","","",""
"11706",0,0,18,0,0,0,0,0,4,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Mitsubishi","Eclipse Spyder","N","false",75,0,0,0,0,0,0,"Automatic (S4)",22.6205,0,"Minicompact Cars",2005,-1750,"",NA,"","","","",""
"11707",0,0,18,0,0,0,0,0,6,"Front-Wheel Drive",2700,0,"Premium","Premium Gasoline",0,0,"Mitsubishi","Eclipse Spyder","N","false",75,0,0,0,0,0,0,"Manual 5-spd",22.6,0,"Minicompact Cars",2005,-2250,"",NA,"","","","",""
"11708",0,0,18,0,0,0,0,0,6,"Front-Wheel Drive",2700,0,"Premium","Premium Gasoline",0,0,"Mitsubishi","Eclipse Spyder","N","false",75,0,0,0,0,0,0,"Manual 5-spd",22.7,0,"Minicompact Cars",2005,-2250,"",NA,"","","","",""
"11709",0,0,18,0,0,0,0,0,6,"Front-Wheel Drive",2700,0,"Premium","Premium Gasoline",0,0,"Mitsubishi","Eclipse Spyder","N","false",75,0,0,0,0,0,0,"Automatic (S4)",22.3,0,"Minicompact Cars",2005,-2250,"",NA,"","","","",""
"11710",0,0,18,0,0,0,0,0,6,"Front-Wheel Drive",2850,0,"Premium","Premium Gasoline",0,0,"Mitsubishi","Eclipse Spyder","N","false",75,0,0,0,0,0,0,"Automatic (S4)",22.2465,0,"Minicompact Cars",2005,-3000,"",NA,"","","","",""
"11711",0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 2 Cabriolet","N","false",68,0,0,0,0,0,0,"Automatic 5-spd",20.8149,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11712",0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 2 Cabriolet","N","false",68,0,0,0,0,0,0,"Automatic 5-spd",20.135,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11714",0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 2 Cabriolet","N","false",68,0,0,0,0,0,0,"Manual 6-spd",19.9,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11715",0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 2 Cabriolet Kit","N","false",68,0,0,0,0,0,0,"Automatic 5-spd",20.135,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11716",0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 2 Cabriolet Kit","N","false",68,0,0,0,0,0,0,"Manual 6-spd",19.9,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11717",0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 2 Coupe","Y","false",70,0,0,0,0,0,0,"Automatic 5-spd",20.9314,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11718",0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 2 Coupe","N","false",70,0,0,0,0,0,0,"Automatic 5-spd",20.1683,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11719",0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 2 Coupe","N","false",70,0,0,0,0,0,0,"Manual 6-spd",19.6,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11720",0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 2 Coupe Kit","N","false",70,0,0,0,0,0,0,"Automatic 5-spd",20.1683,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11721",0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 2 Coupe Kit","N","false",70,0,0,0,0,0,0,"Manual 6-spd",19.6,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11722",0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 2 S Cabriolet","N","false",68,0,0,0,0,0,0,"Automatic 5-spd",21.1111,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11723",0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 2 S Cabriolet","N","false",68,0,0,0,0,0,0,"Manual 6-spd",19.9597,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11725",0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 2 S Coupe","N","false",70,0,0,0,0,0,0,"Automatic 5-spd",20.5677,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11726",0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 2 S Coupe","N","false",70,0,0,0,0,0,0,"Manual 6-spd",19.863,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11727",0,0,15,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 4 Cabriolet","N","false",68,0,0,0,0,0,0,"Automatic 5-spd",18.9277,0,"Minicompact Cars",2005,-4500,"",NA,"","","","",""
"11728",0,0,15,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 4 Cabriolet","N","false",68,0,0,0,0,0,0,"Manual 6-spd",18.7,0,"Minicompact Cars",2005,-4500,"",NA,"","","","",""
"11729",0,0,15,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 4 Cabriolet Kit","N","false",68,0,0,0,0,0,0,"Automatic 5-spd",18.9277,0,"Minicompact Cars",2005,-4500,"",NA,"","","","",""
"11730",0,0,15,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 4 Cabriolet Kit","N","false",68,0,0,0,0,0,0,"Manual 6-spd",18.7,0,"Minicompact Cars",2005,-4500,"",NA,"","","","",""
"11731",0,0,15,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 4 S Cabriolet","N","false",68,0,0,0,0,0,0,"Automatic 5-spd",18.9277,0,"Minicompact Cars",2005,-4500,"",NA,"","","","",""
"11732",0,0,15,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 4 S Cabriolet","N","false",68,0,0,0,0,0,0,"Manual 6-spd",18.7,0,"Minicompact Cars",2005,-4500,"",NA,"","","","",""
"11733",0,0,15,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 4 S Cabriolet Kit","N","false",68,0,0,0,0,0,0,"Automatic 5-spd",18.9277,0,"Minicompact Cars",2005,-4500,"",NA,"","","","",""
"11734",0,0,15,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 4 S Cabriolet Kit","N","false",68,0,0,0,0,0,0,"Manual 6-spd",18.7,0,"Minicompact Cars",2005,-4500,"",NA,"","","","",""
"11736",0,0,15,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3350,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 4 S Coupe","N","false",70,0,0,0,0,0,0,"Automatic 5-spd",18.8276,0,"Minicompact Cars",2005,-5500,"",NA,"","","","",""
"11737",0,0,15,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 4 S Coupe","N","false",70,0,0,0,0,0,0,"Manual 6-spd",18.9,0,"Minicompact Cars",2005,-4500,"",NA,"","","","",""
"11738",0,0,15,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3350,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 4 S Kit","N","false",70,0,0,0,0,0,0,"Automatic 5-spd",18.8276,0,"Minicompact Cars",2005,-5500,"",NA,"","","","",""
"11739",0,0,15,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,0,"Porsche","Carrera 4 S Kit","N","false",70,0,0,0,0,0,0,"Manual 6-spd",18.9,0,"Minicompact Cars",2005,-4500,"",NA,"","","","",""
"11740",0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Targa","N","false",70,0,0,0,0,0,0,"Automatic 5-spd",20.135,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11741",0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Targa","N","false",70,0,0,0,0,0,0,"Manual 6-spd",19.9,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11742",0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Targa Kit","N","false",70,0,0,0,0,0,0,"Automatic 5-spd",20.135,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11743",0,0,16,0,0,0,0,0,6,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"Porsche","Targa Kit","N","false",70,0,0,0,0,0,0,"Manual 6-spd",19.9,0,"Minicompact Cars",2005,-3750,"",NA,"","","","",""
"11744",0,0,13,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,0,"Porsche","Turbo 4 911 Turbo","N","false",70,0,0,0,0,0,0,"Automatic 5-spd",16.0257,0,"Minicompact Cars",2005,-6500,"G",TRUE,"","","","",""
"11745",0,0,13,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,0,"Porsche","Turbo 4 911 Turbo","N","false",70,0,0,0,0,0,0,"Manual 6-spd",16.5805,0,"Minicompact Cars",2005,-6500,"G",TRUE,"","","","",""
"11747",0,0,13,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3800,0,"Premium","Premium Gasoline",0,0,"Porsche","Turbo 4 911 Cab","N","false",68,0,0,0,0,0,0,"Automatic 5-spd",15.7187,0,"Minicompact Cars",2005,-7750,"G",TRUE,"","","","",""
"11748",0,0,14,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,0,"Porsche","Turbo 4 911 Cab","N","false",68,0,0,0,0,0,0,"Manual 6-spd",16.7753,0,"Minicompact Cars",2005,-6500,"G",TRUE,"","","","",""
"11749",0,0,13,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3800,0,"Premium","Premium Gasoline",0,0,"Porsche","Turbo 4 911 Cab Kit","N","false",68,0,0,0,0,0,0,"Automatic 5-spd",15.7187,0,"Minicompact Cars",2005,-7750,"G",TRUE,"","","","",""
"11750",0,0,14,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,0,"Porsche","Turbo 4 911 Cab Kit","N","false",68,0,0,0,0,0,0,"Manual 6-spd",16.7753,0,"Minicompact Cars",2005,-6500,"G",TRUE,"","","","",""
"11751",0,0,13,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3800,0,"Premium","Premium Gasoline",0,0,"Porsche","Turbo 4 911 Turbo Cab S","N","false",68,0,0,0,0,0,0,"Automatic 5-spd",15.7187,0,"Minicompact Cars",2005,-7750,"G",TRUE,"","","","",""
"11752",0,0,14,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,0,"Porsche","Turbo 4 911 Turbo Cab S","N","false",68,0,0,0,0,0,0,"Manual 6-spd",16.7753,0,"Minicompact Cars",2005,-6500,"G",TRUE,"","","","",""
"11753",0,0,13,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,0,"Porsche","Turbo 4 911 Kit","N","false",70,0,0,0,0,0,0,"Automatic 5-spd",16.0257,0,"Minicompact Cars",2005,-6500,"G",TRUE,"","","","",""
"11754",0,0,13,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,0,"Porsche","Turbo 4 911 Kit","N","false",70,0,0,0,0,0,0,"Manual 6-spd",16.62,0,"Minicompact Cars",2005,-6500,"G",TRUE,"","","","",""
"11755",0,0,13,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,0,"Porsche","Turbo 4 911 S","N","false",70,0,0,0,0,0,0,"Automatic 5-spd",16.0257,0,"Minicompact Cars",2005,-6500,"G",TRUE,"","","","",""
"11756",0,0,13,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,0,"Porsche","Turbo 4 911 S","N","false",70,0,0,0,0,0,0,"Manual 6-spd",16.62,0,"Minicompact Cars",2005,-6500,"G",TRUE,"","","","",""
"11758",0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2400,0,"Premium","Premium Gasoline",0,0,"Volkswagen","New Beetle Convertible","N","false",78,0,0,0,0,0,0,"Manual 5-spd",27.3,0,"Minicompact Cars",2005,-750,"",TRUE,"","","","",""
"11759",0,0,19,0,0,0,0,0,4,"Front-Wheel Drive",2600,0,"Premium","Premium Gasoline",0,0,"Volkswagen","New Beetle Convertible","N","false",78,0,0,0,0,0,0,"Automatic (S6)",24.4057,0,"Minicompact Cars",2005,-1750,"",TRUE,"","","","",""
"11760",0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Volkswagen","New Beetle Convertible","N","false",78,0,0,0,0,0,0,"Manual 5-spd",26.5131,0,"Minicompact Cars",2005,500,"",NA,"","","","",""
"11761",0,0,19,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Volkswagen","New Beetle Convertible","Y","false",78,0,0,0,0,0,0,"Automatic (S6)",23.8,0,"Minicompact Cars",2005,-500,"",NA,"","","","",""
"11762",0,0,24,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",16,0,"Acura","RSX","Y","false",0,0,0,0,0,0,0,"Manual 5-spd",30.4,0,"Subcompact Cars",2005,1250,"",NA,"","","","",""
"11763",0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2500,0,"Premium","Premium Gasoline",16,0,"Acura","RSX","Y","false",0,0,0,0,0,0,0,"Manual 6-spd",25.2,0,"Subcompact Cars",2005,-1250,"",NA,"","","","",""
"11764",0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",16,0,"Acura","RSX","Y","false",0,0,0,0,0,0,0,"Automatic (S5)",28,0,"Subcompact Cars",2005,750,"",NA,"","","","",""
"11765",0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2500,0,"Premium","Premium Gasoline",0,10,"Audi","A4 Cabriolet","N","false",0,79,0,0,0,0,0,"Automatic (variable gear ratios)",25.5,0,"Subcompact Cars",2005,-1250,"",TRUE,"","","","",""
"11766",0,0,18,0,0,0,0,0,6,"Front-Wheel Drive",2700,0,"Premium","Premium Gasoline",0,10,"Audi","A4 Cabriolet","N","false",0,79,0,0,0,0,0,"Automatic (variable gear ratios)",23.1,0,"Subcompact Cars",2005,-2250,"",NA,"","","","",""
"11767",0,0,16,0,0,0,0,0,6,"4-Wheel or All-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,10,"Audi","A4 Cabriolet quattro","N","false",0,79,0,0,0,0,0,"Automatic (S5)",20.2445,0,"Subcompact Cars",2005,-3750,"",NA,"","","","",""
"11769",0,0,13,0,0,0,0,0,8,"4-Wheel or All-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,10,"Audi","S4 Cabriolet","N","false",0,79,0,0,0,0,0,"Manual 6-spd",16.5,0,"Subcompact Cars",2005,-6500,"G",NA,"","","","",""
"11770",0,0,14,0,0,0,0,0,8,"4-Wheel or All-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,10,"Audi","S4 Cabriolet","N","false",0,79,0,0,0,0,0,"Automatic (S6)",16.8366,0,"Subcompact Cars",2005,-6500,"G",NA,"","","","",""
"11771",0,0,18,0,0,0,0,0,6,"Rear-Wheel Drive",2700,0,"Premium","Premium Gasoline",0,0,"BMW","325ci","Y","false",84,0,0,0,0,0,0,"Manual 5-spd",22.6,0,"Subcompact Cars",2005,-2250,"",NA,"","","","",""
"11772",0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",2850,0,"Premium","Premium Gasoline",0,0,"BMW","325ci","N","false",84,0,0,0,0,0,0,"Automatic (S5)",21.3158,0,"Subcompact Cars",2005,-3000,"",NA,"","","","",""
"11773",0,0,18,0,0,0,0,0,6,"Rear-Wheel Drive",2700,0,"Premium","Premium Gasoline",0,0,"BMW","330ci","Y","false",84,0,0,0,0,0,0,"Manual 6-spd",22.1254,0,"Subcompact Cars",2005,-2250,"",NA,"","","","",""
"11774",0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",2850,0,"Premium","Premium Gasoline",0,0,"BMW","330ci","N","false",84,0,0,0,0,0,0,"Automatic (S5)",21.2536,0,"Subcompact Cars",2005,-3000,"",NA,"","","","",""
"11775",0,0,18,0,0,0,0,0,6,"Rear-Wheel Drive",2700,0,"Premium","Premium Gasoline",0,0,"BMW","330ci","Y","false",84,0,0,0,0,0,0,"Automatic (S6)",22.2354,0,"Subcompact Cars",2005,-2250,"",NA,"","","","",""
"11776",0,0,15,0,0,0,0,0,8,"Rear-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,0,"BMW","645ci","Y","false",81,0,0,0,0,0,0,"Manual 6-spd",18.4,0,"Subcompact Cars",2005,-4500,"",NA,"","","","",""
"11777",0,0,16,0,0,0,0,0,8,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"BMW","645ci","N","false",81,0,0,0,0,0,0,"Automatic (S6)",20.1469,0,"Subcompact Cars",2005,-3750,"",NA,"","","","",""
"11778",0,0,15,0,0,0,0,0,8,"Rear-Wheel Drive",3350,0,"Premium","Premium Gasoline",0,0,"BMW","645ci","N","false",81,0,0,0,0,0,0,"Automatic (S6)",18.1978,0,"Subcompact Cars",2005,-5500,"",NA,"","","","",""
"11781",0,0,13,0,0,0,0,0,8,"Rear-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,0,"BMW","645ci Convertible","N","false",81,0,0,0,0,0,0,"Manual 6-spd",16.6,0,"Subcompact Cars",2005,-6500,"G",NA,"","","","",""
"11782",0,0,16,0,0,0,0,0,8,"Rear-Wheel Drive",3000,0,"Premium","Premium Gasoline",0,0,"BMW","645ci Convertible","N","false",81,0,0,0,0,0,0,"Automatic (S6)",20,0,"Subcompact Cars",2005,-3750,"",NA,"","","","",""
"11783",0,0,13,0,0,0,0,0,8,"Rear-Wheel Drive",3550,0,"Premium","Premium Gasoline",0,0,"BMW","645ci Convertible","N","false",81,0,0,0,0,0,0,"Automatic (S6)",16.5462,0,"Subcompact Cars",2005,-6500,"G",NA,"","","","",""
"11784",0,0,15,0,0,0,0,0,6,"Rear-Wheel Drive",3350,0,"Premium","Premium Gasoline",0,0,"BMW","M3","Y","false",84,0,0,0,0,0,0,"Manual 6-spd",18,0,"Subcompact Cars",2005,-5500,"G",NA,"","","","",""
"11785",0,0,15,0,0,0,0,0,6,"Rear-Wheel Drive",3350,0,"Premium","Premium Gasoline",0,0,"BMW","M3","N","false",84,0,0,0,0,0,0,"Automatic (S6)",18.3217,0,"Subcompact Cars",2005,-5500,"G",NA,"","","","",""
"11787",0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,14,"Chevrolet","Cobalt","Y","false",83,87,0,0,0,0,0,"Automatic 4-spd",26.6667,0,"Subcompact Cars",2005,500,"",NA,"","","","",""
"11788",0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,14,"Chevrolet","Cobalt","Y","false",83,87,0,0,0,0,0,"Manual 5-spd",27.7778,0,"Subcompact Cars",2005,750,"",NA,"","","","",""
"11789",0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Ford","Mustang","Y","false",85,0,0,0,0,0,0,"Automatic 5-spd",20.8875,0,"Subcompact Cars",2005,-2500,"",NA,"","","","",""
"11790",0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Ford","Mustang","Y","false",85,0,0,0,0,0,0,"Manual 5-spd",21.3,0,"Subcompact Cars",2005,-1750,"",NA,"","","","",""
"11792",0,0,16,0,0,0,0,0,8,"Rear-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Ford","Mustang","Y","false",85,0,0,0,0,0,0,"Automatic 5-spd",19.5145,0,"Subcompact Cars",2005,-3250,"",NA,"","","","",""
"11793",0,0,15,0,0,0,0,0,8,"Rear-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Ford","Mustang","Y","false",85,0,0,0,0,0,0,"Manual 5-spd",18.7,0,"Subcompact Cars",2005,-3250,"",NA,"","","","",""
